car_name,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,selling_price
Maruti Alto,15,70000,Individual,Petrol,Manual,70000
BMW 6,8,24000,Dealer,Diesel,Automatic,4000000
Ford Ecosport,6,30000,Individual,Petrol,Manual,670000
Ford Figo,3,60000,Individual,Petrol,Manual,342000
Maruti Celerio,3,15000,Individual,Petrol,Manual,425000
Datsun GO,2,1041,Dealer,Petrol,Manual,530000
Maruti Alto,5,36172,Dealer,Petrol,Manual,270000
Maruti Wagon R,3,6000,Dealer,Petrol,Manual,400000
Tata Safari,5,60000,Individual,Diesel,Manual,850000
Hyundai i20,2,7200,Individual,Petrol,Automatic,750000
Hyundai i10,9,25000,Individual,Petrol,Manual,315000
Hyundai i10,9,13000,Dealer,Petrol,Manual,340000
Honda Civic,14,70000,Individual,Petrol,Manual,250000
Tata Tigor,1,12000,Dealer,Petrol,Manual,565000
Hyundai i10,10,80000,Individual,Petrol,Manual,250000
Maruti Ciaz,5,25000,Individual,Diesel,Manual,670000
Volkswagen Polo,7,78000,Dealer,Diesel,Manual,360000
Maruti Alto,3,17000,Dealer,Petrol,Manual,315000
Audi A4,7,15000,Individual,Diesel,Automatic,2100000
Renault Duster,8,110000,Individual,Diesel,Manual,355000
Ford Figo,6,85000,Individual,Diesel,Manual,250000
Toyota Innova,10,90000,Individual,Diesel,Manual,415000
Maruti Alto,8,64000,Dealer,CNG,Manual,225000
Maruti Vitara,4,25000,Dealer,Diesel,Manual,925000
Maruti Alto,9,80416,Dealer,Petrol,Manual,240000
Maruti Alto,9,22215,Dealer,Petrol,Manual,170000
Audi A4,11,60000,Dealer,Diesel,Automatic,1250000
Maruti Swift,7,62000,Individual,Diesel,Manual,400000
Honda City,12,57500,Dealer,Petrol,Manual,299000
Hyundai i20,5,60000,Individual,Diesel,Manual,550000
Hyundai i20,3,4000,Dealer,Petrol,Manual,710000
Maruti Wagon R,3,40000,Individual,Petrol,Manual,375000
Honda City,10,93292,Dealer,Petrol,Manual,400000
Maruti Wagon R,3,52000,Individual,Petrol,Manual,380000
Datsun redi-GO,1,10000,Dealer,Petrol,Manual,349000
Maruti Swift,3,48000,Dealer,Diesel,Manual,830000
Maruti Wagon R,3,9945,Dealer,Petrol,Automatic,460000
Hyundai Santro,12,90000,Individual,Petrol,Manual,127000
Ford Figo,10,25000,Individual,Petrol,Manual,230000
Hyundai Creta,5,52000,Dealer,Diesel,Manual,935000
Hyundai Verna,10,8000,Dealer,Petrol,Manual,550000
Maruti Ignis,3,15000,Individual,Petrol,Manual,440000
Maruti Wagon R,19,123500,Individual,Petrol,Manual,80000
Maruti Swift,6,65122,Dealer,Diesel,Manual,510000
Hyundai Santro,10,70000,Individual,Petrol,Manual,140000
Maruti Ertiga,6,34520,Dealer,Petrol,Manual,565000
Hyundai i10,9,64000,Individual,Petrol,Manual,250000
Hyundai i20,6,50000,Individual,Petrol,Manual,425000
Honda Amaze,7,46532,Dealer,Diesel,Manual,319000
Maruti Wagon R,3,9700,Individual,Petrol,Manual,420000
Maruti Alto,9,75000,Individual,Petrol,Manual,165000
Mahindra XUV500,3,40000,Individual,Diesel,Manual,1500000
Maruti Alto,5,30000,Individual,Petrol,Manual,240000
Honda Jazz,6,127357,Dealer,Diesel,Manual,235000
Tata Nexon,3,10000,Individual,Petrol,Manual,550000
Maruti Swift Dzire,4,10000,Individual,Petrol,Automatic,780000
Toyota Innova,2,6006,Dealer,Diesel,Manual,1950000
Ford Ecosport,7,13000,Dealer,Petrol,Manual,620000
Maruti Wagon R,9,56890,Dealer,Petrol,Automatic,220000
Renault Duster,6,113000,Individual,Diesel,Manual,500000
Renault KWID,1,23323,Dealer,Petrol,Manual,430000
Maruti Alto,13,100000,Individual,Petrol,Manual,80000
Maruti Wagon R,12,55812,Dealer,Petrol,Manual,240000
Maruti Swift Dzire,3,20000,Individual,Diesel,Manual,720000
BMW 3,4,52000,Dealer,Diesel,Automatic,3300000
Maruti Swift,3,10000,Individual,Petrol,Manual,640000
Renault KWID,2,4500,Dealer,Petrol,Automatic,500000
Maruti Alto,8,33682,Dealer,Petrol,Manual,235000
Ford Aspire,6,77506,Dealer,Diesel,Manual,550000
Ford Figo,9,55261,Dealer,Diesel,Manual,215000
Mahindra Scorpio,7,47000,Individual,Diesel,Manual,670000
Renault KWID,3,20000,Individual,Petrol,Automatic,330000
Mahindra Bolero,10,120000,Individual,Diesel,Manual,400000
Maruti Swift,2,40000,Individual,Petrol,Manual,525000
Hyundai Grand,8,40000,Individual,Diesel,Manual,380000
Maruti Swift Dzire,4,45000,Dealer,Diesel,Manual,525000
Honda Amaze,4,48000,Individual,Petrol,Automatic,540000
Maruti Wagon R,8,72000,Dealer,Petrol,Manual,290000
Renault KWID,5,60000,Individual,Petrol,Manual,215000
BMW X1,5,32000,Individual,Diesel,Automatic,2500000
Mahindra Bolero,2,5000,Individual,Diesel,Manual,790000
Honda Jazz,6,31000,Dealer,Petrol,Manual,450000
Maruti Wagon R,5,37500,Individual,Petrol,Manual,350000
Maruti Swift,8,84000,Individual,Diesel,Manual,350000
Maruti Vitara,3,36000,Dealer,Diesel,Manual,735000
Hyundai Verna,9,60000,Individual,Diesel,Manual,445000
Hyundai Verna,5,52000,Dealer,Diesel,Manual,680000
Maruti Wagon R,5,40000,Individual,Petrol,Manual,325000
Hyundai i20,4,70000,Individual,Diesel,Manual,600000
Renault Duster,2,34000,Individual,Diesel,Manual,900000
Renault Duster,7,60000,Individual,Diesel,Manual,600000
Maruti Swift,6,78000,Dealer,Diesel,Manual,465000
Toyota Fortuner,1,60000,Dealer,Diesel,Manual,2480000
Skoda Octavia,6,70000,Individual,Petrol,Manual,410000
Maruti Swift Dzire,2,10000,Individual,Diesel,Manual,810000
Maruti Wagon R,5,58000,Individual,Petrol,Manual,350000
Toyota Fortuner,6,290000,Individual,Diesel,Automatic,1600000
Maruti Ciaz,2,15000,Individual,Petrol,Manual,875000
Datsun GO,2,23000,Individual,Petrol,Manual,415000
Maruti Alto,7,40000,Individual,Petrol,Manual,250000
Hyundai i10,9,35800,Dealer,Petrol,Manual,265000
Ford Figo,7,36000,Dealer,Diesel,Manual,235000
Ford Aspire,2,50000,Individual,Diesel,Manual,785000
Hyundai i10,12,52000,Dealer,Petrol,Manual,175000
Toyota Fortuner,9,123105,Dealer,Diesel,Automatic,1250000
Mahindra XUV500,6,70000,Individual,Diesel,Manual,850000
Hyundai i20,3,25000,Dealer,Petrol,Manual,600000
Mercedes-Benz C-Class,10,10948,Dealer,Diesel,Automatic,1350000
BMW X3,8,39000,Dealer,Diesel,Automatic,2375000
Hyundai i10,13,60000,Individual,Petrol,Manual,200000
Hyundai Verna,9,70000,Individual,Petrol,Manual,380000
Toyota Fortuner,7,77000,Dealer,Diesel,Manual,1500000
Tata Tiago,5,48000,Dealer,Petrol,Manual,325000
Maruti Celerio,4,50000,Individual,Petrol,Manual,350000
Maruti Swift Dzire,5,52000,Dealer,Diesel,Manual,680000
Maruti Swift Dzire,11,120000,Individual,Petrol,Manual,200000
Ford Ecosport,6,95945,Individual,Petrol,Automatic,500000
Maruti Wagon R,5,20673,Dealer,Petrol,Manual,350000
Mahindra XUV500,6,80000,Dealer,Diesel,Manual,1000000
Honda City,7,171000,Individual,Diesel,Manual,530000
Ford Aspire,4,5000,Individual,Petrol,Manual,510000
Hyundai Grand,2,10000,Individual,Petrol,Automatic,625000
Hyundai Grand,6,52312,Dealer,Diesel,Manual,415000
Mahindra Scorpio,12,178000,Individual,Diesel,Manual,325000
Maruti Swift,8,39569,Dealer,Diesel,Manual,289000
Land Rover Rover,10,65000,Dealer,Diesel,Automatic,2899000
Maruti Vitara,3,38000,Dealer,Diesel,Automatic,800000
Volkswagen Vento,8,113414,Dealer,Diesel,Manual,430000
Maruti Swift Dzire,6,120000,Individual,Diesel,Manual,450000
Hyundai i20,3,10000,Individual,Petrol,Manual,790000
Ford Ecosport,2,6000,Individual,Diesel,Manual,952000
Renault Duster,5,80000,Individual,Diesel,Manual,640000
Hyundai Verna,14,70000,Individual,Petrol,Manual,125000
Renault Duster,7,65000,Dealer,Diesel,Manual,450000
Hyundai Verna,3,4000,Dealer,Petrol,Manual,950000
Honda City,6,65000,Dealer,Diesel,Manual,500000
Hyundai i20,4,26000,Dealer,Petrol,Manual,540000
Maruti Swift,7,60000,Dealer,Diesel,Manual,458000
Ford Ecosport,4,36000,Dealer,Diesel,Manual,850000
Maruti Swift,6,60000,Individual,Diesel,Manual,500000
Audi A4,7,88720,Dealer,Diesel,Automatic,1900000
Maruti Swift Dzire,6,212000,Individual,Petrol,Manual,200000
Renault KWID,1,25000,Individual,Petrol,Manual,300000
Maruti Wagon R,9,60000,Individual,Petrol,Manual,220000
Tata Tiago,3,20000,Individual,Petrol,Manual,470000
Maruti Wagon R,2,15000,Individual,Petrol,Manual,510000
Ford Freestyle,2,5000,Individual,Diesel,Manual,780000
Maruti Ciaz,5,36889,Dealer,Petrol,Manual,530000
Ford Ecosport,6,160000,Individual,Diesel,Manual,500000
Maruti Wagon R,1,10000,Individual,Petrol,Manual,450000
Toyota Innova,4,100000,Individual,Diesel,Manual,1500000
Tata Tiago,4,35780,Dealer,Diesel,Manual,350000
Maruti Wagon R,10,130890,Individual,Petrol,Manual,160000
Honda City,11,100380,Dealer,Petrol,Automatic,380000
Maruti Ciaz,5,50000,Individual,Diesel,Manual,695000
Maruti Wagon R,5,34500,Individual,Petrol,Manual,375000
Maruti Alto,4,10000,Individual,Petrol,Manual,340000
Renault KWID,4,30000,Individual,Petrol,Manual,300000
Tata Tiago,3,38000,Individual,Petrol,Manual,390000
Hyundai Santro,11,70000,Individual,LPG,Manual,150000
Maruti Wagon R,15,49256,Dealer,Petrol,Manual,111000
Maruti Wagon R,15,60000,Individual,Petrol,Manual,125000
Mahindra Scorpio,5,79200,Dealer,Diesel,Automatic,1150000
Honda City,4,35000,Individual,Petrol,Manual,750000
Datsun GO,6,61107,Dealer,Petrol,Manual,350000
Maruti Swift,6,95000,Individual,Diesel,Manual,480000
Mahindra Scorpio,7,92000,Dealer,Diesel,Manual,595000
Maruti Alto,12,50000,Individual,Petrol,Manual,175000
Hyundai Grand,5,65000,Dealer,Petrol,Manual,475000
Renault Duster,9,48000,Dealer,Diesel,Manual,375000
Maruti Swift,9,40000,Individual,Diesel,Manual,390000
Datsun GO,2,11800,Individual,Petrol,Manual,575000
Tata Tigor,3,25000,Individual,Petrol,Manual,599000
Honda Amaze,6,72000,Dealer,Diesel,Manual,425000
Maruti Wagon R,7,21980,Individual,Petrol,Manual,290000
Hyundai Creta,5,60000,Dealer,Diesel,Manual,770000
Honda City,6,53000,Dealer,Diesel,Manual,535000
Maruti Alto,12,30000,Individual,Petrol,Manual,150000
Maruti Alto,3,5000,Individual,Petrol,Manual,325000
BMW X1,9,65000,Dealer,Diesel,Automatic,850000
Maruti Wagon R,11,80875,Dealer,Petrol,Manual,250000
Ford Ecosport,4,35000,Individual,Diesel,Manual,800000
Maruti Swift,7,85392,Dealer,Diesel,Manual,450000
Maruti Ertiga,2,45000,Individual,Diesel,Manual,980000
Maruti Swift,7,54000,Individual,Petrol,Manual,411000
Maruti Ertiga,6,90000,Individual,Diesel,Manual,650000
Hyundai Venue,2,10000,Individual,Petrol,Manual,950000
Hyundai i10,5,47000,Individual,Petrol,Manual,370000
Maruti Wagon R,21,120000,Individual,Petrol,Manual,95000
Tata Hexa,4,78000,Individual,Diesel,Manual,1300000
Hyundai Grand,2,15000,Individual,Petrol,Manual,598000
Tata Altroz,1,3800,Individual,Petrol,Manual,730000
Maruti Ciaz,3,10000,Individual,Petrol,Manual,875000
Honda Amaze,2,2000,Individual,Petrol,Manual,670000
Maruti Alto,2,20000,Individual,Petrol,Manual,330000
Maruti Baleno,2,5000,Individual,Petrol,Manual,610000
Maruti Swift Dzire,4,50907,Dealer,Diesel,Automatic,680000
Maruti Swift Dzire,4,38000,Dealer,Diesel,Manual,585000
Honda Amaze,7,67000,Dealer,Diesel,Manual,330000
Hyundai Verna,2,9000,Dealer,Diesel,Manual,950000
Honda Amaze,6,25000,Individual,Petrol,Manual,350000
Honda Amaze,3,54000,Dealer,Diesel,Manual,650000
Honda WR-V,4,127991,Dealer,Diesel,Manual,675000
Maruti Ertiga,7,26000,Dealer,Petrol,Manual,530000
Maruti Swift,13,65123,Dealer,Diesel,Manual,340000
Mahindra Scorpio,5,112000,Dealer,Diesel,Manual,900000
Maruti Wagon R,4,50000,Individual,Petrol,Manual,370000
Maruti Alto,9,61043,Dealer,Petrol,Manual,210000
Hyundai Grand,4,20000,Dealer,Petrol,Manual,436000
Maruti Vitara,4,55000,Individual,Diesel,Manual,800000
Maruti Ertiga,7,72372,Dealer,Diesel,Manual,675000
Honda City,6,38200,Dealer,Petrol,Manual,589000
Maruti Baleno,4,70000,Individual,Petrol,Manual,625000
Hyundai Grand,2,10000,Individual,Petrol,Automatic,650000
Maruti Vitara,5,120000,Individual,Diesel,Manual,600000
Volkswagen Polo,4,76500,Dealer,Diesel,Manual,570000
Ford Figo,10,32153,Dealer,Diesel,Manual,225000
Ford Figo,10,123000,Individual,Diesel,Manual,180000
Skoda Superb,8,40000,Individual,Petrol,Manual,430000
Tata Harrier,2,16320,Dealer,Diesel,Manual,1600000
Tata Safari,11,120000,Individual,Diesel,Manual,200000
Mahindra XUV500,6,79000,Dealer,Diesel,Manual,1150000
Maruti Wagon R,15,70000,Individual,Petrol,Manual,78000
Maruti Swift,6,25000,Individual,Petrol,Manual,380000
Mahindra Scorpio,10,23000,Individual,Diesel,Manual,600000
Ford Aspire,4,35000,Individual,Petrol,Manual,475000
Honda City,7,60000,Individual,Petrol,Manual,500000
Maruti Wagon R,8,16000,Dealer,Petrol,Manual,299000
Renault Duster,5,37000,Dealer,Diesel,Manual,565000
Ford Ecosport,7,40000,Dealer,Diesel,Manual,495000
Toyota Innova,3,69000,Dealer,Diesel,Manual,2090000
Honda Jazz,12,76000,Dealer,Petrol,Manual,265000
Mahindra Bolero,2,20000,Individual,Diesel,Manual,750000
Maruti Swift,9,38000,Dealer,Petrol,Manual,320000
Mahindra Bolero,5,64172,Dealer,Diesel,Manual,690000
Hyundai Verna,5,53075,Dealer,Petrol,Automatic,675000
Tata Nexon,1,3500,Individual,Petrol,Manual,650000
Maruti Wagon R,5,60000,Individual,Petrol,Manual,324000
Honda Jazz,5,42000,Dealer,Diesel,Manual,425000
Maruti Alto,4,36000,Dealer,Petrol,Manual,275000
Hyundai Verna,5,16300,Individual,Petrol,Manual,750000
Tata Nexon,3,26000,Individual,Petrol,Manual,600000
Hyundai Grand,3,10000,Individual,Petrol,Manual,450000
Renault KWID,5,45049,Dealer,Petrol,Manual,320000
Maruti Alto,5,10000,Individual,Petrol,Manual,316000
Ford Ecosport,2,11800,Individual,Petrol,Manual,900000
Honda City,4,52000,Individual,Diesel,Manual,1100000
Hyundai Grand,5,35000,Individual,Petrol,Manual,410000
Maruti Baleno,4,53000,Dealer,Diesel,Manual,696000
Renault Duster,7,125000,Individual,Diesel,Manual,425000
Hyundai i20,9,110000,Individual,Petrol,Manual,280000
Maruti Wagon R,3,30000,Individual,Petrol,Manual,390000
Ford Ecosport,5,35000,Individual,Diesel,Manual,640000
Hyundai Creta,3,40000,Individual,Diesel,Manual,915000
Hyundai i20,9,70000,Dealer,Diesel,Manual,330000
Honda City,6,54700,Dealer,Diesel,Manual,600000
Ford Ecosport,3,36000,Dealer,Diesel,Manual,825000
Honda City,9,55000,Dealer,Petrol,Manual,379000
Hyundai i10,13,70000,Dealer,Petrol,Manual,239000
Tata Safari,10,140000,Individual,Diesel,Manual,215000
Maruti Wagon R,3,25000,Individual,Petrol,Manual,400000
Ford Endeavour,5,40000,Individual,Diesel,Automatic,2150000
Maruti Swift,2,10000,Individual,Petrol,Manual,595000
Mahindra Bolero,10,120000,Individual,Diesel,Manual,450000
Maruti Wagon R,11,50000,Individual,Petrol,Manual,260000
Mahindra Marazzo,1,5000,Individual,Diesel,Manual,1100000
BMW 7,6,30000,Individual,Diesel,Automatic,5500000
Maruti Swift,8,63589,Dealer,Diesel,Manual,425000
Hyundai i20,6,51000,Individual,Petrol,Manual,450000
Volkswagen Polo,7,59000,Dealer,Diesel,Manual,495000
Maruti Swift Dzire,3,60000,Individual,Diesel,Manual,610000
Toyota Innova,12,160000,Individual,Diesel,Manual,450000
Mahindra KUV,5,40000,Individual,Diesel,Manual,450000
Tata Safari,5,64579,Dealer,Diesel,Manual,875000
Hyundai Creta,6,35000,Individual,Diesel,Manual,850000
Audi A4,10,69000,Dealer,Diesel,Automatic,925000
Maruti Alto,2,8000,Dealer,Petrol,Manual,335000
Honda City,5,55055,Dealer,Petrol,Manual,600000
Renault KWID,2,15000,Individual,Petrol,Manual,375000
Audi A4,11,74000,Dealer,Diesel,Automatic,1100000
BMW X5,5,47270,Dealer,Diesel,Automatic,4150000
Maruti Swift,7,80000,Individual,Diesel,Manual,400000
Maruti Swift,5,35000,Individual,Petrol,Manual,400000
Datsun RediGO,3,14000,Dealer,Petrol,Automatic,349000
Datsun RediGO,3,25000,Individual,Petrol,Manual,225000
Mahindra KUV,4,40000,Individual,Petrol,Manual,500000
Maruti Ertiga,6,58000,Dealer,Diesel,Manual,750000
Maruti Alto,2,5000,Individual,Petrol,Manual,390000
Maruti Alto,7,50000,Dealer,Petrol,Manual,240000
Renault Duster,4,36000,Dealer,Diesel,Manual,680000
Toyota Innova,6,51000,Dealer,Diesel,Manual,1090000
Mahindra KUV,5,15000,Individual,Petrol,Manual,400000
Maruti Vitara,4,100000,Individual,Diesel,Manual,760000
Tata Nexon,3,51000,Dealer,Diesel,Manual,775000
Mahindra Marazzo,2,45800,Dealer,Diesel,Manual,1050000
Maruti Swift Dzire,2,30000,Dealer,Diesel,Manual,780000
Hyundai i20,4,29599,Dealer,Diesel,Manual,600000
Volkswagen Vento,8,90000,Individual,Petrol,Manual,375000
Maruti Swift,6,79000,Dealer,Diesel,Manual,525000
Hyundai i20,11,100000,Individual,Petrol,Manual,190000
BMW 3,6,31000,Dealer,Diesel,Automatic,2150000
Renault KWID,4,25000,Individual,Petrol,Manual,285000
Hyundai Verna,8,38000,Individual,Petrol,Manual,450000
Tata Tiago,3,60000,Individual,Diesel,Manual,375000
Hyundai i20,6,80000,Individual,Petrol,Manual,500000
Honda WR-V,3,15299,Dealer,Diesel,Manual,800000
Honda Jazz,4,25428,Dealer,Petrol,Manual,520000
Maruti Wagon R,9,37000,Individual,Petrol,Manual,250000
Mahindra XUV300,2,15000,Individual,Petrol,Manual,1050000
Honda City,3,11000,Individual,Petrol,Manual,1100000
Datsun GO,2,30000,Individual,Petrol,Automatic,550000
Mahindra KUV100,3,16000,Individual,Petrol,Manual,480000
Hyundai Verna,2,45000,Dealer,Diesel,Manual,1150000
Renault Duster,7,90000,Individual,Diesel,Manual,500000
Tata Nexon,3,10000,Individual,Petrol,Manual,685000
Ford Figo,10,46132,Dealer,Petrol,Manual,139000
Maruti Alto,6,40000,Individual,Petrol,Manual,250000
Hyundai Verna,8,60000,Individual,Diesel,Manual,450000
Honda Amaze,5,56348,Dealer,Petrol,Manual,400000
Mahindra KUV,5,15000,Individual,Petrol,Manual,420000
Maruti Swift,7,64000,Dealer,Diesel,Manual,440000
Honda Amaze,2,5000,Individual,Petrol,Automatic,800000
Renault KWID,3,12000,Individual,Petrol,Manual,330000
Renault KWID,4,9748,Individual,Petrol,Manual,350000
Honda Jazz,5,48731,Dealer,Petrol,Manual,650000
Mahindra Scorpio,7,100000,Dealer,Diesel,Manual,590000
Honda City,5,27000,Dealer,Petrol,Manual,775000
Tata Tiago,3,25000,Individual,Petrol,Manual,450000
Mahindra XUV500,6,30000,Individual,Diesel,Manual,820000
Hyundai Verna,5,70000,Dealer,Diesel,Automatic,800000
Maruti Ciaz,6,40000,Individual,Diesel,Manual,549000
Hyundai Venue,1,2600,Individual,Petrol,Manual,950000
Ford Ecosport,7,80000,Dealer,Diesel,Manual,525000
Maruti Swift Dzire,10,85000,Dealer,Petrol,Manual,225000
Ford Aspire,6,79661,Dealer,Diesel,Manual,570000
Hyundai i10,9,70000,Individual,Petrol,Manual,290000
Ford Ecosport,8,34000,Dealer,Petrol,Manual,550000
Honda City,10,84470,Dealer,Petrol,Manual,425000
Hyundai i20,3,25656,Individual,Petrol,Manual,650000
Hyundai Grand,4,73000,Individual,Diesel,Manual,375000
Maruti Swift Dzire,11,100000,Individual,Diesel,Manual,200000
Hyundai Grand,1,1000,Individual,Petrol,Manual,636000
Honda City,6,46046,Dealer,Petrol,Manual,625000
Hyundai i10,6,54111,Dealer,Petrol,Manual,299000
Honda Jazz,6,40000,Dealer,Petrol,Manual,495000
Honda City,4,80000,Individual,Diesel,Manual,700000
Maruti Swift Dzire,4,10000,Individual,Petrol,Automatic,630000
Hyundai Grand,3,58072,Dealer,Diesel,Manual,490000
Toyota Fortuner,2,1677,Dealer,Diesel,Manual,2950000
Mahindra Bolero,2,40000,Individual,Diesel,Manual,700000
Hyundai Creta,3,73185,Dealer,Diesel,Manual,1350000
Maruti Swift,7,89000,Individual,Diesel,Manual,350000
Maruti Swift Dzire,2,10000,Individual,Petrol,Automatic,710000
Mahindra Bolero,8,200000,Individual,Diesel,Manual,360000
Hyundai i20,8,30000,Individual,Petrol,Manual,500000
Maruti Wagon R,5,16000,Dealer,Petrol,Manual,329000
Tata Tiago,2,5000,Individual,Petrol,Manual,520000
Maruti Alto,11,60000,Individual,Petrol,Manual,200000
Honda City,10,102620,Dealer,Petrol,Manual,430000
Maruti Alto,7,110000,Individual,Petrol,Manual,180000
Maruti Alto,6,50000,Individual,CNG,Manual,240000
Hyundai i20,5,19000,Dealer,Petrol,Manual,499000
Hyundai Creta,2,15000,Individual,Diesel,Automatic,1300000
Maruti Swift Dzire,6,70000,Individual,Diesel,Manual,580000
Renault Duster,7,43001,Dealer,Diesel,Manual,449000
Honda Amaze,3,33000,Individual,Petrol,Manual,550000
Renault KWID,2,12123,Individual,Petrol,Manual,375000
Maruti Swift Dzire,10,60682,Dealer,Diesel,Manual,450000
Volkswagen Vento,10,65000,Dealer,Diesel,Manual,265000
Toyota Fortuner,5,40000,Dealer,Diesel,Automatic,2250000
Maruti Swift,9,50500,Dealer,Petrol,Manual,325000
Renault KWID,5,35000,Dealer,Petrol,Manual,250000
Ford Figo,8,80000,Individual,Diesel,Manual,200000
Mercedes-Benz GL-Class,7,93000,Dealer,Diesel,Automatic,3450000
Maruti Ciaz,1,1685,Individual,Petrol,Manual,810000
Maruti Wagon R,4,35000,Dealer,Petrol,Manual,350000
Maruti Baleno,4,98521,Dealer,Diesel,Manual,650000
Honda WR-V,4,69700,Dealer,Diesel,Manual,775000
Skoda Rapid,7,87232,Dealer,Diesel,Manual,260000
Hyundai i20,10,31280,Dealer,Petrol,Manual,150000
Hyundai Creta,5,50000,Individual,Diesel,Manual,960000
Maruti Swift,11,75000,Individual,Petrol,Manual,250000
Ford Aspire,3,15850,Dealer,Diesel,Manual,690000
Maruti Baleno,5,479000,Dealer,Diesel,Manual,479000
Mahindra XUV500,4,35000,Individual,Diesel,Manual,1100000
Maruti Alto,6,20000,Individual,Petrol,Manual,230000
Maruti Ertiga,2,7000,Individual,Petrol,Manual,850000
Toyota Innova,6,169000,Individual,Diesel,Manual,1200000
BMW 3,4,35000,Individual,Diesel,Automatic,3100000
Maruti Vitara,2,40000,Individual,Diesel,Manual,810000
Hyundai i10,8,47000,Dealer,Petrol,Manual,250000
Tata Tigor,4,13230,Individual,Petrol,Manual,520000
Maruti Wagon R,14,60000,Individual,Petrol,Manual,120000
Maruti Swift,8,80000,Dealer,Diesel,Manual,315000
Mahindra Bolero,4,70000,Dealer,Diesel,Manual,589000
Mahindra Thar,4,15000,Individual,Diesel,Manual,850000
Ford Aspire,5,19543,Individual,Petrol,Manual,475000
Hyundai i20,3,25000,Dealer,Petrol,Manual,599000
Maruti Ertiga,4,40000,Individual,Petrol,Manual,820000
Renault Duster,4,100000,Individual,Diesel,Manual,700000
Hyundai i10,6,15000,Individual,Petrol,Manual,330000
Ford Figo,9,23207,Dealer,Petrol,Manual,220000
Maruti Ignis,4,15000,Dealer,Petrol,Manual,575000
Maruti Swift,7,44235,Dealer,Diesel,Manual,410000
Maruti Swift Dzire,5,57102,Dealer,Diesel,Manual,675000
Maruti Ertiga,5,46000,Dealer,Diesel,Manual,640000
Maruti Swift Dzire,5,67004,Dealer,Diesel,Manual,585000
Jeep Compass,2,10000,Individual,Diesel,Manual,1699000
Maruti Wagon R,14,70000,Individual,Petrol,Manual,125000
Mahindra XUV500,5,60000,Individual,Diesel,Automatic,1200000
Skoda Rapid,6,70000,Individual,Diesel,Manual,450000
Renault KWID,5,15000,Individual,Petrol,Manual,370000
Ford Ecosport,6,75000,Dealer,Diesel,Manual,575000
Maruti Swift Dzire,7,50340,Dealer,Petrol,Manual,540000
Maruti Ciaz,5,34000,Dealer,Diesel,Manual,575000
Ford Figo,11,56000,Dealer,Diesel,Manual,325000
Maruti Ertiga,4,62000,Dealer,Diesel,Manual,795000
Honda WR-V,4,86300,Dealer,Diesel,Manual,800000
Maruti Swift,3,13600,Individual,Petrol,Manual,565000
Maruti Alto,3,20000,Individual,Petrol,Manual,310000
Maruti Alto,6,28882,Dealer,Petrol,Manual,310000
Tata Safari,8,60000,Individual,Diesel,Manual,350000
Maruti Swift Dzire,8,80000,Individual,Diesel,Manual,390000
Maruti Swift Dzire,4,110000,Individual,Diesel,Manual,670000
Renault KWID,3,38000,Dealer,Petrol,Manual,345000
Maruti Alto,3,15000,Individual,Petrol,Manual,265000
Maruti Ertiga,9,57000,Individual,Petrol,Manual,439000
Maruti Baleno,1,3600,Individual,Petrol,Manual,700000
Maruti Swift,7,78000,Individual,Diesel,Manual,550000
Hyundai Creta,2,15000,Individual,Diesel,Manual,1050000
Honda Jazz,4,31000,Dealer,Petrol,Manual,489000
Maruti Swift,3,48000,Individual,Diesel,Manual,600000
Honda Jazz,2,4065,Dealer,Petrol,Manual,810000
Maruti Celerio,2,20000,Dealer,Petrol,Automatic,565000
Hyundai i20,9,63817,Dealer,Diesel,Manual,515000
Maruti Alto,9,40000,Individual,Petrol,Manual,170000
Maruti Wagon R,7,36000,Dealer,Petrol,Manual,310000
Maruti Vitara,4,34000,Dealer,Diesel,Manual,650000
Hyundai Creta,3,80000,Individual,Diesel,Manual,910000
Hyundai Verna,10,50000,Individual,Petrol,Manual,170000
Mahindra KUV100,3,23000,Individual,Diesel,Manual,710000
Mahindra Scorpio,8,180000,Individual,Diesel,Manual,450000
Maruti Swift,8,41000,Dealer,Petrol,Manual,330000
Hyundai Grand,4,12000,Dealer,Petrol,Manual,445000
Hyundai i20,6,30000,Individual,Petrol,Manual,650000
Maruti Swift,7,42120,Dealer,Petrol,Manual,470000
BMW 6,3,12500,Individual,Petrol,Automatic,5200000
Maruti Baleno,3,20000,Individual,Diesel,Manual,750000
Renault Duster,5,80000,Individual,Diesel,Manual,640000
Hyundai i20,3,25000,Individual,Petrol,Manual,750000
Renault Duster,9,130000,Individual,Diesel,Manual,440000
Maruti Swift Dzire,5,100000,Individual,Diesel,Manual,450000
Mahindra Scorpio,7,15000,Individual,Diesel,Manual,900000
Volkswagen Vento,2,4000,Dealer,Petrol,Automatic,1250000
Audi A6,8,59654,Dealer,Diesel,Automatic,1449000
Honda City,7,146781,Dealer,Diesel,Manual,575000
Hyundai i10,4,32000,Individual,Petrol,Manual,410000
BMW 5,13,50000,Dealer,Petrol,Automatic,790000
Datsun RediGO,4,13000,Individual,Petrol,Manual,215000
Maruti Ertiga,5,50000,Individual,Petrol,Manual,700000
Honda City,7,47000,Dealer,Petrol,Manual,510000
Hyundai i10,11,45415,Individual,Petrol,Manual,195000
